"","gene","TAD"
"PREPL","PREPL","TAD_1753"
"PREX2","PREX2","TAD_3269"
"PRF1","PRF1","TAD_427"
"PRG3","PRG3","TAD_582"
"PRH1","PRH1","TAD_719"
"PRH1-PRR4;TAS2R14","PRH1-PRR4;TAS2R14","TAD_719"
"PRH2","PRH2","TAD_719"
"PRHOXNB","PRHOXNB","TAD_883"
"PRIC285","PRIC285","TAD_2094"
"PRICKLE2","PRICKLE2","TAD_2295"
"PRICKLE3","PRICKLE3","TAD_3535"
"PRIMA1","PRIMA1","TAD_1048"
"PRINS","PRINS","TAD_368"
"PRKAA1","PRKAA1","TAD_2640"
"PRKAA2","PRKAA2","TAD_115"
"PRKAB2","PRKAB2","TAD_201"
"PRKACA","PRKACA","TAD_1615"
"PRKACB","PRKACB","TAD_141"
"PRKAG2","PRKAG2","TAD_3179"
"PRKAG3","PRKAG3","TAD_1962"
"PRKAR1B","PRKAR1B","TAD_2989"
"PRKAR2B","PRKAR2B","TAD_3134"
"PRKCA","PRKCA","TAD_1468"
"PRKCB","PRKCB","TAD_1250"
"PRKCD","PRKCD","TAD_2284"
"PRKCDBP","PRKCDBP","TAD_524"
"PRKCE","PRKCE","TAD_1756"
"PRKCG","PRKCG","TAD_1693"
"PRKCH","PRKCH","TAD_1009"
"PRKCI","PRKCI","TAD_2392"
"PRKCSH","PRKCSH","TAD_1609"
"PRKCZ","PRKCZ","TAD_6"
"PRKD1","PRKD1","TAD_977"
"PRKD2","PRKD2","TAD_1673"
"PRKD3","PRKD3","TAD_1742"
"PRKG1","PRKG1","TAD_413"
"PRKG2","PRKG2","TAD_2508"
"PRKRA;AX747806","PRKRA;AX747806","TAD_1924"
"PRKRIR","PRKRIR","TAD_625"
"PRKX","PRKX","TAD_3490"
"PRKY","PRKY","TAD_3684"
"PRL","PRL","TAD_2816"
"PRLH","PRLH","TAD_1983"
"PRLHR","PRLHR","TAD_487"
"PRM1","PRM1","TAD_1218"
"PRM2","PRM2","TAD_1218"
"PRM3","PRM3","TAD_1218"
"PRMT10","PRMT10","TAD_2562"
"PRMT6","PRMT6","TAD_165"
"PRMT7","PRMT7","TAD_1298"
"PRMT8","PRMT8","TAD_705"
"PRND","PRND","TAD_1998"
"PRNP","PRNP","TAD_1998"
"PRNT","PRNT","TAD_1998"
"PRO1768","PRO1768","TAD_1040"
"PROC","PROC","TAD_1870"
"PROCR","PROCR","TAD_2040"
"PRODH2","PRODH2","TAD_1648"
"PROK1","PROK1","TAD_171"
"PROK2","PROK2","TAD_2303"
"PROKR1","PROKR1","TAD_1781"
"PROKR2","PROKR2","TAD_2000"
"PROL1","PROL1","TAD_2493"
"PROM1","PROM1","TAD_2454"
"PROM2","PROM2","TAD_1822"
"PRORSD1P","PRORSD1P","TAD_1767"
"PROX1","PROX1","TAD_296"
"PROX1-AS1","PROX1-AS1","TAD_296"
"PROZ","PROZ","TAD_954"
"PRPF18","PRPF18","TAD_356"
"PRPF19","PRPF19","TAD_587"
"PRPF3","PRPF3","TAD_209"
"PRPF38B","PRPF38B","TAD_169"
"PRPF39","PRPF39","TAD_992"
"PRPF6","PRPF6","TAD_2094"
"PRPF8","PRPF8","TAD_1345"
"PRPH2","PRPH2","TAD_2854"
"PRPS1","PRPS1","TAD_3625"
"PRPS1L1","PRPS1L1","TAD_3008"
"PRPS2","PRPS2","TAD_3501"
"PRPSAP1","PRPSAP1","TAD_1484"
"PRR13","PRR13","TAD_771"
"PRR15","PRR15","TAD_3021"
"PRR15L","PRR15L","TAD_1440"
"PRR16","PRR16","TAD_2717"
"PRR18","PRR18","TAD_2980"
"PRR19","PRR19","TAD_1662"
"PRR20A","PRR20A","TAD_918"
"PRR21","PRR21","TAD_1985"
"PRR23A","PRR23A","TAD_2364"
"PRR23B","PRR23B","TAD_2364"
"PRR23C","PRR23C","TAD_2364"
"PRR4","PRR4","TAD_719"
"PRR5L","PRR5L","TAD_558"
"PRR7","PRR7","TAD_2777"
"PRR9","PRR9","TAD_215"
"PRRC2B","PRRC2B","TAD_3474"
"PRRG1","PRRG1","TAD_3524"
"PRRG3","PRRG3","TAD_3669"
"PRRG4","PRRG4","TAD_552"
"PRRT1","PRRT1","TAD_2833"
"PRRT2","PRRT2","TAD_1261"
"PRRT3","PRRT3","TAD_2228"
"PRRX1","PRRX1","TAD_242"
"PRSS16","PRSS16","TAD_2824"
"PRSS21","PRSS21","TAD_1204"
"PRSS22","PRSS22","TAD_1204"
"PRSS23","PRSS23","TAD_634"
"PRSS30P","PRSS30P","TAD_1204"
"PRSS33","PRSS33","TAD_1204"
"PRSS35","PRSS35","TAD_2894"
"PRSS36","PRSS36","TAD_1265"
"PRSS37","PRSS37","TAD_3165"
"PRSS38","PRSS38","TAD_315"
"PRSS41","PRSS41","TAD_1204"
"PRSS42","PRSS42","TAD_2268"
"PRSS45","PRSS45","TAD_2268"
"PRSS46","PRSS46","TAD_2268"
"PRSS48","PRSS48","TAD_2566"
"PRSS50","PRSS50","TAD_2268"
"PRSS53","PRSS53","TAD_1265"
"PRSS54","PRSS54","TAD_1291"
"PRSS57","PRSS57","TAD_1578"
"PRSS58","PRSS58","TAD_3165"
"PRSS8","PRSS8","TAD_1265"
"PRTFDC1","PRTFDC1","TAD_369"
"PRTG","PRTG","TAD_1127"
"PRTN3","PRTN3","TAD_1578"
"PRUNE2","PRUNE2","TAD_3390"
"PRX","PRX","TAD_1656"
"PRY","PRY","TAD_3689"
"PRY2","PRY2","TAD_3689"
"PSAP","PSAP","TAD_429"
"PSAPL1","PSAPL1","TAD_2442"
"PSAT1","PSAT1","TAD_3393"
"PSCA","PSCA","TAD_3328"
"PSD","PSD","TAD_473"
"PSD2","PSD2","TAD_2736"
"PSD3","PSD3","TAD_3215"
"PSD4","PSD4","TAD_1859"
"PSEN2","PSEN2","TAD_313"
"PSENEN","PSENEN","TAD_1648"
"PSG11","PSG11","TAD_1664"
"PSG2","PSG2","TAD_1664"
"PSG6","PSG6","TAD_1664"
"PSG7","PSG7","TAD_1664"
"PSIP1","PSIP1","TAD_3343"
"PSKH1","PSKH1","TAD_1297"
"PSKH2","PSKH2","TAD_3282"
"PSMA3","PSMA3","TAD_1006"
"PSMA4","PSMA4","TAD_1165"
"PSMA5","PSMA5","TAD_169"
"PSMA6","PSMA6","TAD_985"
"PSMA7","PSMA7","TAD_2089"
"PSMA8","PSMA8","TAD_1529"
"PSMB1","PSMB1","TAD_2985"
"PSMB11","PSMB11","TAD_971"
"PSMB2","PSMB2","TAD_79"
"PSMB3","PSMB3","TAD_1415"
"PSMB4","PSMB4","TAD_213"
"PSMB5","PSMB5","TAD_971"
"PSMB6","PSMB6","TAD_1352"
"PSMB8","PSMB8","TAD_2836"
"PSMB9","PSMB9","TAD_2836"
"PSMC2","PSMC2","TAD_3129"
"PSMC4","PSMC4","TAD_1655"
"PSMC6","PSMC6","TAD_1000"
"PSMD1","PSMD1","TAD_1971"
"PSMD13","PSMD13","TAD_512"
"PSMD14","PSMD14","TAD_1906"
"PSMD4","PSMD4","TAD_212"
"PSMD5","PSMD5","TAD_3451"
"PSMD8","PSMD8","TAD_1651"
"PSMD9","PSMD9","TAD_850"
"PSME1","PSME1","TAD_974"
"PSME2","PSME2","TAD_974"
"PSME3","PSME3","TAD_1424"
"PSME4","PSME4","TAD_1765"
"PSMF1","PSMF1","TAD_1993"
"PSORS1C1","PSORS1C1","TAD_2828"
"PSORS1C2","PSORS1C2","TAD_2829"
"PSORS1C3","PSORS1C3","TAD_2829"
"PSPC1","PSPC1","TAD_868"
"PSPH","PSPH","TAD_3049"
"PSPN","PSPN","TAD_1595"
"PSRC1","PSRC1","TAD_169"
"PSTPIP1","PSTPIP1","TAD_1162"
"PSTPIP2","PSTPIP2","TAD_1537"
"PTAFR","PTAFR","TAD_61"
"PTAR1","PTAR1","TAD_3381"
"PTBP1;MIR4745","PTBP1;MIR4745","TAD_1578"
"PTBP2;PTBLP","PTBP2;PTBLP","TAD_155"
"PTBP3","PTBP3","TAD_3441"
"PTCH1","PTCH1","TAD_3417"
"PTCHD1","PTCHD1","TAD_3516"
"PTCHD2","PTCHD2","TAD_24"
"PTCHD3","PTCHD3","TAD_373"
"PTDSS2","PTDSS2","TAD_512"
"PTEN","PTEN","TAD_449"
"PTER","PTER","TAD_361"
"PTF1A","PTF1A","TAD_368"
"PTGDR","PTGDR","TAD_1000"
"PTGDR2","PTGDR2","TAD_587"
"PTGDS","PTGDS","TAD_3485"
"PTGER2","PTGER2","TAD_1000"
"PTGER3","PTGER3","TAD_131"
"PTGES","PTGES","TAD_3469"
"PTGFR","PTGFR","TAD_137"
"PTGFRN","PTGFRN","TAD_182"
"PTGIR","PTGIR","TAD_1673"
"PTGIS","PTGIS","TAD_2069"
"PTGR1","PTGR1","TAD_3440"
"PTGR2","PTGR2","TAD_1028"
"PTGS2","PTGS2","TAD_262"
"PTH","PTH","TAD_536"
"PTH1R","PTH1R","TAD_2268"
"PTH2","PTH2","TAD_1682"
"PTHLH","PTHLH","TAD_735"
"PTK6","PTK6","TAD_2094"
"PTMA;MIR1244-1","PTMA;MIR1244-1","TAD_721"
"PTMS","PTMS","TAD_710"
"PTN","PTN","TAD_3159"
"PTP4A1","PTP4A1","TAD_2885"
"PTP4A2","PTP4A2","TAD_72"
"PTPDC1","PTPDC1","TAD_3415"
"PTPLA","PTPLA","TAD_362"
"PTPLAD1","PTPLAD1","TAD_1141"
"PTPLAD2","PTPLAD2","TAD_3348"
"PTPLB","PTPLB","TAD_2342"
"PTPMT1","PTPMT1","TAD_570"
"PTPN1","PTPN1","TAD_2072"
"PTPN12","PTPN12","TAD_3096"
"PTPN13","PTPN13","TAD_2515"
"PTPN14","PTPN14","TAD_296"
"PTPN18","PTPN18","TAD_1873"
"PTPN2","PTPN2","TAD_1514"
"PTPN20A","PTPN20A","TAD_396"
"PTPN21","PTPN21","TAD_1039"
"PTPN22","PTPN22","TAD_178"
"PTPN3","PTPN3","TAD_3437"
"PTPN4","PTPN4","TAD_1866"
"PTPN5","PTPN5","TAD_541"
"PTPN9","PTPN9","TAD_1160"
"PTPRA","PTPRA","TAD_1996"
"PTPRB","PTPRB","TAD_794"
"PTPRC","PTPRC","TAD_268"
"PTPRCAP","PTPRCAP","TAD_606"
"PTPRD","PTPRD","TAD_3341"
"PTPRE","PTPRE","TAD_501"
"PTPRF","PTPRF","TAD_93"
"PTPRG","PTPRG","TAD_2293"
"PTPRH","PTPRH","TAD_1697"
"PTPRJ","PTPRJ","TAD_571"
"PTPRK","PTPRK","TAD_2937"
"PTPRM","PTPRM","TAD_1508"
"PTPRN","PTPRN","TAD_1962"
"PTPRN2","PTPRN2","TAD_3189"
"PTPRO","PTPRO","TAD_725"
"PTPRQ","PTPRQ","TAD_802"
"PTPRR","PTPRR","TAD_794"
"PTPRS","PTPRS","TAD_1594"
"PTPRT","PTPRT","TAD_2053"
"PTPRZ1","PTPRZ1","TAD_3144"
"PTRF","PTRF","TAD_1423"
"PTRH1","PTRH1","TAD_3464"
"PTS","PTS","TAD_657"
"PTTG1IP","PTTG1IP","TAD_2142"
"PTTG2","PTTG2","TAD_2470"
"PTTG3P","PTTG3P","TAD_3269"
"PTX3","PTX3","TAD_2384"
"PTX4","PTX4","TAD_1200"
"PUF60","PUF60","TAD_3329"
"PUM2","PUM2","TAD_1724"
"PURA","PURA","TAD_2736"
"PURB","PURB","TAD_3040"
"PURG","PURG","TAD_3238"
"PUS1","PUS1","TAD_861"
"PUS10","PUS10","TAD_1771"
"PUS7","PUS7","TAD_3132"
"PUS7L","PUS7L","TAD_750"
"PVALB","PVALB","TAD_2190"
"PVR","PVR","TAD_1667"
"PVRL1","PVRL1","TAD_671"
"PVRL3-AS1","PVRL3-AS1","TAD_2326"
"PVRL4","PVRL4","TAD_231"
"PVT1;MIR1204","PVT1;MIR1204","TAD_3318"
"PWWP2A","PWWP2A","TAD_2759"
"PWWP2B","PWWP2B","TAD_507"
"PXDN","PXDN","TAD_1705"
"PXDNL","PXDNL","TAD_3256"
"PXK","PXK","TAD_2290"
"PXT1","PXT1","TAD_2842"
"PYCR1","PYCR1","TAD_1499"
"PYCR2","PYCR2","TAD_312"
"PYCRL","PYCRL","TAD_3329"
"PYDC2","PYDC2","TAD_2415"
"PYGB","PYGB","TAD_2024"
"PYGO1","PYGO1","TAD_1127"
"PYHIN1","PYHIN1","TAD_226"
"PYROXD1","PYROXD1","TAD_727"
"PYROXD2;MIR1287","PYROXD2;MIR1287","TAD_464"
"PYY","PYY","TAD_1428"
"PZP","PZP","TAD_715"
"Pinc","Pinc","TAD_1960"
"Prion_pknot","Prion_pknot","TAD_1169"
"ProSAPiP1","ProSAPiP1","TAD_1997"
"QARS","QARS","TAD_2274"
"QKI","QKI","TAD_2979"
"QPCT","QPCT","TAD_1742"
"QRFP","QRFP","TAD_3473"
"QRFPR","QRFPR","TAD_2547"
"QRICH2","QRICH2","TAD_1484"
"QRSL1","QRSL1","TAD_2914"
"QSER1","QSER1","TAD_552"
"QSOX1;FLJ23867","QSOX1;FLJ23867","TAD_254"
"QSOX2","QSOX2","TAD_3483"
"QTRTD1","QTRTD1","TAD_2332"
"R3HCC1;BC128546","R3HCC1;BC128546","TAD_3225"
"R3HDM1","R3HDM1","TAD_1882"
"R3HDM4","R3HDM4","TAD_1578"
"R3HDML","R3HDML","TAD_2057"
"RAB10","RAB10","TAD_1730"
"RAB11B;BX647356","RAB11B;BX647356","TAD_1601"
"RAB11FIP1","RAB11FIP1","TAD_3243"
"RAB11FIP2","RAB11FIP2","TAD_487"
"RAB11FIP3","RAB11FIP3","TAD_1197"
"RAB11FIP4;MIR4724","RAB11FIP4;MIR4724","TAD_1401"
"RAB11FIP5","RAB11FIP5","TAD_1787"
"RAB13","RAB13","TAD_216"
"RAB14","RAB14","TAD_3451"
"RAB17","RAB17","TAD_1983"
"RAB18","RAB18","TAD_373"
"RAB19","RAB19","TAD_3163"
"RAB1A","RAB1A","TAD_1777"
"RAB20","RAB20","TAD_949"
"RAB21","RAB21","TAD_794"
"RAB22A","RAB22A","TAD_2084"
"RAB23","RAB23","TAD_2874"
"RAB25","RAB25","TAD_220"
"RAB27B","RAB27B","TAD_1552"
"RAB28","RAB28","TAD_2453"
"RAB2A","RAB2A","TAD_3264"
"RAB2B","RAB2B","TAD_968"
"RAB30","RAB30","TAD_630"
"RAB31","RAB31","TAD_1509"
"RAB32","RAB32","TAD_2958"
"RAB33A","RAB33A","TAD_3644"
"RAB33B","RAB33B","TAD_2554"
"RAB36","RAB36","TAD_2164"
"RAB37","RAB37","TAD_1482"
"RAB38","RAB38","TAD_636"
"RAB39A","RAB39A","TAD_653"
"RAB39B","RAB39B","TAD_3680"
"RAB3A","RAB3A","TAD_1625"
"RAB3B","RAB3B","TAD_105"
"RAB3C","RAB3C","TAD_2662"
"RAB3D","RAB3D","TAD_1609"
"RAB3GAP1","RAB3GAP1","TAD_1882"
"RAB3GAP2","RAB3GAP2","TAD_300"
"RAB3IL1","RAB3IL1","TAD_590"
"RAB40B","RAB40B","TAD_1501"
"RAB41","RAB41","TAD_3562"
"RAB42","RAB42","TAD_64"
"RAB43","RAB43","TAD_2350"
"RAB4A;SPHAR","RAB4A;SPHAR","TAD_318"
"RAB4B","RAB4B","TAD_1657"
"RAB5A","RAB5A","TAD_2242"
"RAB5B","RAB5B","TAD_776"
"RAB5C","RAB5C","TAD_1423"
"RAB6A","RAB6A","TAD_620"
"RAB6B","RAB6B","TAD_2357"
"RAB7A","RAB7A","TAD_2349"
"RAB7L1","RAB7L1","TAD_281"
"RAB8A","RAB8A","TAD_1619"
"RAB8B","RAB8B","TAD_1137"
"RAB9A","RAB9A","TAD_3503"
"RAB9B","RAB9B","TAD_3622"
"RAB9BP1","RAB9BP1","TAD_2704"
"RABAC1","RABAC1","TAD_1661"
"RABEP1","RABEP1","TAD_1353"
"RABEP2","RABEP2","TAD_1259"
"RABEPK","RABEPK","TAD_3460"
"RABGAP1","RABGAP1","TAD_3455"
"RABGAP1L","RABGAP1L","TAD_245"
"RABGEF1","RABGEF1","TAD_3075"
"RABGGTA","RABGGTA","TAD_974"
"RABIF","RABIF","TAD_275"
"RABL2A","RABL2A","TAD_1860"
"RABL2B","RABL2B","TAD_2218"
"RABL3","RABL3","TAD_2339"
"RAC2","RAC2","TAD_2190"
"RAC3","RAC3","TAD_1499"
"RACGAP1","RACGAP1","TAD_763"
"RACGAP1P","RACGAP1P","TAD_751"
"RAD17","RAD17","TAD_2672"
"RAD18","RAD18","TAD_2225"
"RAD21","RAD21","TAD_3307"
"RAD21-AS1","RAD21-AS1","TAD_3307"
"RAD21L1","RAD21L1","TAD_1994"
"RAD23B","RAD23B","TAD_3435"
"RAD50","RAD50","TAD_2726"
"RAD51","RAD51","TAD_1107"
"RAD51AP1","RAD51AP1","TAD_707"
"RAD51AP2","RAD51AP2","TAD_1722"
"RAD51D","RAD51D","TAD_1406"
"RAD52","RAD52","TAD_698"
"RAD54B","RAD54B","TAD_3288"
"RAD54L2","RAD54L2","TAD_2280"
"RAD9A","RAD9A","TAD_606"
"RAD9B","RAD9B","TAD_832"
"RAET1E","RAET1E","TAD_2964"
"RAET1G","RAET1G","TAD_2964"
"RAG2","RAG2","TAD_559"
"RAI14","RAI14","TAD_2634"
"RAI2","RAI2","TAD_3509"
"RALA","RALA","TAD_3035"
"RALB","RALB","TAD_1866"
"RALBP1","RALBP1","TAD_1509"
"RALGAPA1","RALGAPA1","TAD_986"
"RALGAPA2","RALGAPA2","TAD_2016"
"RALGDS;KIAA1308","RALGDS;KIAA1308","TAD_3478"
"RALGPS2","RALGPS2","TAD_251"
"RALY","RALY","TAD_2037"
"RALYL","RALYL","TAD_3278"
"RAMP1","RAMP1","TAD_1984"
"RAMP2","RAMP2","TAD_1424"
"RANBP10","RANBP10","TAD_1297"
"RANBP17","RANBP17","TAD_2764"
"RANBP3","RANBP3","TAD_1595"
"RANBP3L","RANBP3L","TAD_2636"
"RANBP6","RANBP6","TAD_3339"
"RANBP9","RANBP9","TAD_2808"
"RANGAP1","RANGAP1","TAD_2202"
"RAP1A","RAP1A","TAD_173"
"RAP1B","RAP1B","TAD_791"
"RAP1GAP","RAP1GAP","TAD_47"
"RAP1GDS1","RAP1GDS1","TAD_2524"
"RAP2A","RAP2A","TAD_938"
"RAP2B","RAP2B","TAD_2378"
"RAP2C","RAP2C","TAD_3647"
"RAPGEF1","RAPGEF1","TAD_3475"
"RAPGEF2","RAPGEF2","TAD_2573"
"RAPGEF3","RAPGEF3","TAD_757"
"RAPGEF4","RAPGEF4","TAD_1919"
"RAPGEFL1","RAPGEFL1","TAD_1419"
"RAPH1","RAPH1","TAD_1947"
"RARB","RARB","TAD_2245"
"RARG","RARG","TAD_771"
"RARRES1","RARRES1","TAD_2386"
"RARRES2","RARRES2","TAD_3178"
"RARRES3","RARRES3","TAD_596"
"RARS","RARS","TAD_2763"
"RARS2","RARS2","TAD_2900"
"RASA1","RASA1","TAD_2690"
"RASA2","RASA2","TAD_2367"
"RASA3","RASA3","TAD_957"
"RASA4B","RASA4B","TAD_3125"
"RASAL1","RASAL1","TAD_837"
"RASAL3","RASAL3","TAD_1618"
"RASD1","RASD1","TAD_1379"
"RASD2","RASD2","TAD_2187"
"RASEF","RASEF","TAD_3396"
"RASGEF1A","RASGEF1A","TAD_392"
"RASGEF1B","RASGEF1B","TAD_2509"
"RASGRF1","RASGRF1","TAD_1166"
"RASGRF2","RASGRF2","TAD_2685"
"RASGRP1","RASGRP1","TAD_1104"
"RASGRP3","RASGRP3","TAD_1740"
"RASGRP4","RASGRP4","TAD_1652"
"RASIP1","RASIP1","TAD_1681"
"RASL10B","RASL10B","TAD_1408"
"RASL11A","RASL11A","TAD_882"
"RASL11B","RASL11B","TAD_2483"
"RASL12","RASL12","TAD_1140"
"RASSF10","RASSF10","TAD_535"
"RASSF2","RASSF2","TAD_1998"
"RASSF3","RASSF3","TAD_787"
"RASSF4","RASSF4","TAD_394"
"RASSF5","RASSF5","TAD_286"
"RASSF6","RASSF6","TAD_2498"
"RASSF7","RASSF7","TAD_513"
"RASSF8","RASSF8","TAD_732"
"RASSF9","RASSF9","TAD_803"
"RAVER2","RAVER2","TAD_124"
"RAX","RAX","TAD_1557"
"RAX2","RAX2","TAD_1588"
"RB1","RB1","TAD_910"
"RB1CC1","RB1CC1","TAD_3258"
"RBAK","RBAK","TAD_2998"
"RBAK-LOC389458","RBAK-LOC389458","TAD_2998"
"RBBP4","RBBP4","TAD_74"
"RBBP5","RBBP5","TAD_280"
"RBBP8;MIR4741","RBBP8;MIR4741","TAD_1526"
"RBBP9","RBBP9","TAD_2013"
"RBCK1","RBCK1","TAD_1992"
"RBFA","RBFA","TAD_1574"
"RBFOX1","RBFOX1","TAD_1210"
"RBFOX2","RBFOX2","TAD_2188"
"RBKS","RBKS","TAD_1734"
"RBL2","RBL2","TAD_1287"
"RBM12","RBM12","TAD_2042"
"RBM14","RBM14","TAD_605"
"RBM14-RBM4","RBM14-RBM4","TAD_605"
"RBM15","RBM15","TAD_171"
"RBM17","RBM17","TAD_350"
"RBM18","RBM18","TAD_3453"
"RBM19","RBM19","TAD_838"
"RBM20","RBM20","TAD_480"
"RBM22","RBM22","TAD_2749"
"RBM24","RBM24","TAD_2812"
"RBM25","RBM25","TAD_1026"
"RBM26-AS1","RBM26-AS1","TAD_929"
"RBM27","RBM27","TAD_2743"
"RBM33","RBM33","TAD_3186"
"RBM38","RBM38","TAD_2083"
"RBM4","RBM4","TAD_605"
"RBM41","RBM41","TAD_3625"
"RBM42","RBM42","TAD_1648"
"RBM44","RBM44","TAD_1983"
"RBM45","RBM45","TAD_1924"
"RBM46","RBM46","TAD_2569"
"RBM47","RBM47","TAD_2474"
"RBM4B","RBM4B","TAD_605"
"RBM6","RBM6","TAD_2276"
"RBM7","RBM7","TAD_662"
"RBM8A","RBM8A","TAD_199"
"RBMS1","RBMS1","TAD_1905"
"RBMS2","RBMS2","TAD_778"
"RBMS3","RBMS3","TAD_2248"
"RBMX","RBMX","TAD_3654"
"RBMX2","RBMX2","TAD_3645"
"RBMXL2","RBMXL2","TAD_526"
"RBMXL3","RBMXL3","TAD_3629"
"RBMY1A3P","RBMY1A3P","TAD_3684"
"RBMY1B","RBMY1B","TAD_3689"
"RBMY1D","RBMY1D","TAD_3689"
"RBMY1E","RBMY1E","TAD_3689"
"RBMY1F","RBMY1F","TAD_3689"
"RBMY1J","RBMY1J","TAD_3689"
"RBMY2EP","RBMY2EP","TAD_3689"
"RBMY2FP","RBMY2FP","TAD_3689"
"RBMY3AP","RBMY3AP","TAD_3684"
"RBP1","RBP1","TAD_2365"
"RBP2","RBP2","TAD_2365"
"RBP4","RBP4","TAD_457"
"RBP5","RBP5","TAD_711"
"RBP7","RBP7","TAD_22"
"RBPJ","RBPJ","TAD_2465"
"RBPMS","RBPMS","TAD_3236"
"RBPMS2","RBPMS2","TAD_1140"
"RBSG1","RBSG1","TAD_3612"
"RBSG2","RBSG2","TAD_3483"
"RBSG3","RBSG3","TAD_3004"
"RBSG4","RBSG4","TAD_240"
"RBX1","RBX1","TAD_2201"
"RC3H1","RC3H1","TAD_245"
"RCAN1","RCAN1","TAD_2126"
"RCAN2","RCAN2","TAD_2860"
"RCAN3","RCAN3","TAD_55"
"RCAN3AS","RCAN3AS","TAD_55"
"RCBTB1","RCBTB1","TAD_910"
"RCBTB2","RCBTB2","TAD_910"
"RCE1","RCE1","TAD_605"
"RCL1","RCL1","TAD_3338"
"RCN1","RCN1","TAD_551"
"RCN3","RCN3","TAD_1683"
"RCOR1","RCOR1","TAD_1060"
"RCOR2","RCOR2","TAD_597"
"RCSD1","RCSD1","TAD_240"
"RCVRN","RCVRN","TAD_1364"
"RD3","RD3","TAD_292"
"RDBP;MIR1236","RDBP;MIR1236","TAD_2831"
"RDH11","RDH11","TAD_1017"
"RDH12","RDH12","TAD_1017"
"RDH14","RDH14","TAD_1722"
"RDH16","RDH16","TAD_779"
"RDH8","RDH8","TAD_1604"
"RDX","RDX","TAD_654"
"REC8","REC8","TAD_974"
"RECK","RECK","TAD_3364"
"RECQL","RECQL","TAD_727"
"RECQL5","RECQL5","TAD_1483"
"REEP3","REEP3","TAD_420"
"REEP4","REEP4","TAD_3222"
"REEP5","REEP5","TAD_2709"
"REG1A","REG1A","TAD_1794"
"REG1B","REG1B","TAD_1794"
"REG3A","REG3A","TAD_1794"
"REG3G","REG3G","TAD_1794"
"REG4","REG4","TAD_185"
"REL","REL","TAD_1771"
"RELB","RELB","TAD_1668"
"RELL1","RELL1","TAD_2470"
"RELN","RELN","TAD_3130"
"RELT","RELT","TAD_619"
"RENBP;DL490658","RENBP;DL490658","TAD_3676"
"REPIN1","REPIN1","TAD_3178"
"REPS1","REPS1","TAD_2950"
"REPS2","REPS2","TAD_3507"
"RERG","RERG","TAD_725"
"RERGL","RERGL","TAD_727"
"RESP18","RESP18","TAD_1962"
"RET","RET","TAD_392"
"RETN","RETN","TAD_1599"
"RETNLB","RETNLB","TAD_2326"
"REV1","REV1","TAD_1832"
"REV3L","REV3L","TAD_2922"
"REXO1L1","REXO1L1","TAD_3280"
"REXO2","REXO2","TAD_662"
"REXO4","REXO4","TAD_3478"
"RFC1","RFC1","TAD_2472"
"RFC2","RFC2","TAD_3082"
"RFC4","RFC4","TAD_2412"
"RFC5","RFC5","TAD_845"
"RFESD","RFESD","TAD_2696"
"RFFL","RFFL","TAD_1406"
"RFNG","RFNG","TAD_1499"
"RFPL1","RFPL1","TAD_2179"
"RFPL1-AS1","RFPL1-AS1","TAD_2179"
"RFPL2","RFPL2","TAD_2184"
"RFPL3","RFPL3","TAD_2184"
"RFPL3-AS1","RFPL3-AS1","TAD_2184"
"RFPL4B","RFPL4B","TAD_2924"
"RFT1","RFT1","TAD_2284"
"RFTN1","RFTN1","TAD_2240"
"RFTN2","RFTN2","TAD_1940"
"RFWD2","RFWD2","TAD_248"
"RFX1","RFX1","TAD_1615"
"RFX2","RFX2","TAD_1595"
"RFX3","RFX3","TAD_3338"
"RFX4","RFX4","TAD_826"
"RFX5","RFX5","TAD_213"
"RFX6","RFX6","TAD_2926"
"RFX7","RFX7","TAD_1127"
"RFX8","RFX8","TAD_1836"
"RFXANK","RFXANK","TAD_1628"
"RFXAP","RFXAP","TAD_893"
"RG9MTD2","RG9MTD2","TAD_2526"
"RG9MTD3","RG9MTD3","TAD_3365"
"RGAG1","RGAG1","TAD_3628"
"RGAG4","RGAG4","TAD_3567"
"RGL4","RGL4","TAD_2166"
"RGNEF","RGNEF","TAD_2679"
"RGP1","RGP1","TAD_3364"
"RGPD1","RGPD1","TAD_1801"
"RGPD3","RGPD3","TAD_1842"
"RGPD4","RGPD4","TAD_1844"
"RGPD6;RGPD5","RGPD6;RGPD5","TAD_1850"
"RGR","RGR","TAD_444"
"RGS1","RGS1","TAD_264"
"RGS10","RGS10","TAD_488"
"RGS11","RGS11","TAD_1196"
"RGS12","RGS12","TAD_2437"
"RGS13","RGS13","TAD_264"
"RGS14","RGS14","TAD_2777"
"RGS16","RGS16","TAD_258"
"RGS18","RGS18","TAD_263"
"RGS19","RGS19","TAD_2094"
"RGS2","RGS2","TAD_264"
"RGS20","RGS20","TAD_3259"
"RGS21","RGS21","TAD_263"
"RGS22","RGS22","TAD_3294"
"RGS3","RGS3","TAD_3444"
"RGS4","RGS4","TAD_235"
"RGS5","RGS5","TAD_235"
"RGS6","RGS6","TAD_1024"
"RGS7","RGS7","TAD_329"
"RGS7BP","RGS7BP","TAD_2667"
"RGS8","RGS8","TAD_258"
"RGS9","RGS9","TAD_1466"
"RGS9BP","RGS9BP","TAD_1639"
"RGSL1","RGSL1","TAD_258"
"RHAG","RHAG","TAD_2863"
